ReE,ImE,rho_pi,rho_gamma,rho_total
-2.0689655172413794,0.06896551724137931,1.0149152523851131e-6 + 7.653872168096228e-8im,3.0147298804775306e-6 + 6.829340926067041e-8im,4.029645132862644e-6 + 1.448321309416327e-7im
-2.0689655172413794,0.1724137931034483,9.990180822341657e-7 + 1.9008845380239018e-7im,3.0063939935604523e-6 + 1.701901628783355e-7im,4.005412075794618e-6 + 3.6027861668072565e-7im
-2.0689655172413794,0.27586206896551724,9.699104623456075e-7 + 3.004526191854663e-7im,2.9910793118788713e-6 + 2.707126595233146e-7im,3.960989774224478e-6 + 5.711652787087809e-7im
-2.0689655172413794,0.3793103448275862,9.283165694987412e-7 + 4.058656414652937e-7im,2.969076530780046e-6 + 3.6909116949955815e-7im,3.8973931002787875e-6 + 7.749568109648519e-7im
-2.0689655172413794,0.4827586206896552,8.752369992946621e-7 + 5.047514323616249e-7im,2.940788126060965e-6 + 4.646297839847486e-7im,3.816025125355627e-6 + 9.693812163463734e-7im
-2.0689655172413794,0.5862068965517241,8.118984508610493e-7 + 5.957706012472664e-7im,2.9067077154196237e-6 + 5.567261835385602e-7im,3.718606166280673e-6 + 1.1524967847858265e-6im
-2.0689655172413794,0.6896551724137931,7.396872003484659e-7 + 6.778526965319724e-7im,2.8673988932950465e-6 + 6.448813704102789e-7im,3.6070860936435125e-6 + 1.3227340669422513e-6im
-2.0689655172413794,0.7931034482758621,6.600839865954315e-7 + 7.502079387610285e-7im,2.823463768938833e-6 + 7.287077297860461e-7im,3.4835477555342646e-6 + 1.4789156685470747e-6im
-2.0689655172413794,0.896551724137931,5.746047455779804e-7 + 8.12325075122518e-7im,2.775528342510011e-6 + 8.079257913637051e-7im,3.350133088087991e-6 + 1.620250866486223e-6im
-2.0689655172413794,1.0,4.847434969675537e-7 + 8.639538648486808e-7im,2.7242043013740535e-6 + 8.823599850433544e-7im,3.2089477983416074e-6 + 1.7463138498920352e-6im
-1.9655172413793103,-2.0,-4.1219613542588314e-7 - 9.606835845552226e-7im,2.185998417141515e-6 - 1.4263560725694957e-6im,1.7738022817156319e-6 - 2.3870396571247183e-6im
-1.9655172413793103,-1.896551724137931,-3.294322764635542e-7 - 9.957487561059036e-7im,2.2490094819143585e-6 - 1.394674011800051e-6im,1.919577205450804e-6 - 2.3904227679059544e-6im
-1.9655172413793103,-1.793103448275862,-2.418456419147734e-7 - 1.024736946259515e-6im,2.312819650247657e-6 - 1.3593137113484113e-6im,2.0709740083328834e-6 - 2.3840506576079264e-6im
-1.9655172413793103,-1.6896551724137931,-1.4974313568727343e-7 - 1.0468724893718739e-6im,2.3772254958520755e-6 - 1.3200018511991638e-6im,2.227482360164802e-6 - 2.3668743405710377e-6im
-1.9655172413793103,-1.5862068965517242,-5.3551270275219726e-8 - 1.0613503437653498e-6im,2.441976938618272e-6 - 1.2764616789254302e-6im,2.388425668343052e-6 - 2.33781202269078e-6im
-1.9655172413793103,-1.4827586206896552,4.6167190069726713e-8 - 1.0673537752519807e-6im,2.5067742844556162e-6 - 1.2284189404244082e-6im,2.552941474525343e-6 - 2.295772715676389e-6im
-1.9655172413793103,-1.3793103448275863,1.486975986659969e-7 - 1.0640745893583262e-6im,2.571259666110053e-6 - 1.1756107557873592e-6im,2.71995726477605e-6 - 2.2396853451456854e-6im
-1.9655172413793103,-1.2758620689655173,2.531593417985172e-7 - 1.0507401823909127e-6im,2.635018597126292e-6 - 1.1177953998009292e-6im,2.888177938924809e-6 - 2.168535582191842e-6im
-1.9655172413793103,-1.1724137931034482,3.5849516645811494e-7 - 1.0266459548158461e-6im,2.6975657614371914e-6 - 1.0547638094237619e-6im,3.0560609278953063e-6 - 2.081409764239608e-6im
-1.9655172413793103,-1.0689655172413792,4.634677094736884e-7 - 9.911948328979445e-7im,2.7583528323255966e-6 - 9.863545209168278e-7im,3.221820541799285e-6 - 1.9775493538147723e-6im
-1.9655172413793103,-0.9655172413793104,5.666649780735051e-7 - 9.439414576305995e-7im,2.8167741543606445e-6 - 9.124709966371551e-7im,3.38343913243415e-6 - 1.8564124542677545e-6im
-1.9655172413793103,-0.8620689655172413,6.665129224784649e-7 - 8.846374975434308e-7im,2.872170604893406e-6 - 8.330967470496447e-7im,3.538683527371871e-6 - 1.7177342445930753e-6im
-1.9655172413793103,-0.7586206896551724,7.613099509321195e-7 - 8.13283838218992e-7im,2.9238200340749102e-6 - 7.483162084866111e-7im,3.68512998500703e-6 - 1.5616000467056032e-6im
-1.9655172413793103,-0.6551724137931034,8.492662433798495e-7 - 7.301712482318631e-7im,2.9709990294928578e-6 - 6.583273483417097e-7im,3.820265272872707e-6 - 1.388498596573573e-6im
-1.9655172413793103,-0.5517241379310345,9.285625214732238e-7 - 6.35918096562159e-7im,3.0129654243134023e-6 - 5.634575135187891e-7im,3.941527945786626e-6 - 1.1993756100809481e-6im
-1.9655172413793103,-0.4482758620689655,9.97426250059716e-7 - 5.314924029982031e-7im,3.049002688010787e-6 - 4.6417030166632317e-7im,4.0464289380705024e-6 - 9.956627046645262e-7im
-1.9655172413793103,-0.3448275862068966,1.0542068783875053e-6 - 4.1821637946655103e-7im,3.0784484838988225e-6 - 3.610669099848475e-7im,4.1326553622863275e-6 - 7.792832894513985e-7im
-1.9655172413793103,-0.2413793103448276,1.0974694599191724e-6 - 2.977454626584563e-7im,3.100728989686438e-6 - 2.548778901529557e-7im,4.1981984496056104e-6 - 5.526233528114121e-7im
-1.9655172413793103,-0.13793103448275862,1.1260715346876342e-6 - 1.7202523296430254e-7im,3.1153878408756434e-6 - 1.4644705050329148e-7im,4.241459375563277e-6 - 3.18472283467594e-7im
-1.9655172413793103,-0.034482758620689655,1.1392342746642984e-6 - 4.322306053805737e-8im,3.122115511919856e-6 - 3.670423149767439e-8im,4.261349786584155e-6 - 7.992729203573177e-8im
-1.9655172413793103,0.06896551724137931,1.1365935755460285e-6 + 8.635918024398487e-8im,3.1207667166987092e-6 + 7.337134973827947e-8im,4.257360292244738e-6 + 1.5973052998226433e-7im
-1.9655172413793103,0.1724137931034483,1.118222648482986e-6 + 2.143851191771216e-7im,3.111370841017835e-6 + 1.8278372694414852e-7im,4.2295934895008215e-6 + 3.9716884612127013e-7im
-1.9655172413793103,0.27586206896551724,1.0846279920772897e-6 + 3.385870844987325e-7im,3.0941290962369603e-6 + 2.905668844587957e-7im,4.17875708831425e-6 + 6.291539689575281e-7im
-1.9655172413793103,0.3793103448275862,1.0367164263606408e-6 + 4.56862732718737e-7im,3.0694031427896392e-6 + 3.9581631049614644e-7im,4.10611956915028e-6 + 8.526790432148834e-7im
-1.9655172413793103,0.4827586206896552,9.757361766918374e-7 + 5.673568195798614e-7im,3.03769129966684e-6 + 4.977225801603699e-7im,4.0134274763586775e-6 + 1.0650793997402313e-6im
-1.9655172413793103,0.5862068965517241,9.032040282957742e-7 + 6.685212181304497e-7im,2.9996007461185783e-6 + 5.95597334611441e-7im,3.902804774414352e-6 + 1.2641185527418906e-6im
-1.9655172413793103,0.6896551724137931,8.208202124704916e-7 + 7.591508984320162e-7im,2.955815239378999e-6 + 6.888849526911732e-7im,3.7766354518494905e-6 + 1.4480358511231894e-6im
-1.9655172413793103,0.7931034482758621,7.303814934314455e-7 + 8.383957810264714e-7im,2.9070659577295822e-6 + 7.771670959692161e-7im,3.6374474511610277e-6 + 1.6155628769956875e-6im
-1.9655172413793103,0.896551724137931,6.337048312077284e-7 + 9.05750000171859e-7im,2.8540832725947347e-6 + 8.601620635226296e-7im,3.487788103802463e-6 + 1.7659120636944886e-6im
-1.9655172413793103,1.0,5.325574386069032e-7 + 9.610240711911592e-7im,2.7976088490748704e-6 + 9.37710147274803e-7im,3.3301662876817735e-6 + 1.898734218465962e-6im
-1.8620689655172413,-2.0,-4.526873140237196e-7 - 1.043654593661339e-6im,2.2154026588122602e-6 - 1.490639003703144e-6im,1.7627153447885407e-6 - 2.534293597364483e-6im
-1.8620689655172413,-1.896551724137931,-3.641324854539372e-7 - 1.0840430439512655e-6im,2.282036898476748e-6 - 1.4599833084111189e-6im,1.9179044130228107e-6 - 2.5440263523623844e-6im
-1.8620689655172413,-1.793103448275862,-2.699402663536533e-7 - 1.1181270838102497e-6im,2.349761498455339e-6 - 1.4254719107598115e-6im,2.0798212321016854e-6 - 2.5435989945700613e-6im
-1.8620689655172413,-1.6896551724137931,-1.703776838243862e-7 - 1.1450112504669781e-6im,2.418380934406858e-6 - 1.3867858685248726e-6im,2.2480032505824716e-6 - 2.531797118991851e-6im
-1.8620689655172413,-1.5862068965517242,-6.584082182390957e-8 - 1.1637550368953747e-6im,2.487650178972415e-6 - 1.3435974260352022e-6im,2.4218093571485054e-6 - 2.507352462930577e-6im
-1.8620689655172413,-1.4827586206896552,4.311923990369882e-8 - 1.1733873028627206e-6im,2.5572649585149213e-6 - 1.295573965297236e-6im,2.60038419841862e-6 - 2.4689612681599563e-6im
-1.8620689655172413,-1.3793103448275863,1.5577491418370592e-7 - 1.1729262453015935e-6im,2.626854449654923e-6 - 1.2423884052682114e-6im,2.782629363838629e-6 - 2.415314650569805e-6im
-1.8620689655172413,-1.2758620689655173,2.712011648094589e-7 - 1.1614101220385052e-6im,2.695978064824609e-6 - 1.1837300180066598e-6im,2.967179229634068e-6 - 2.3451401400451648e-6im
-1.8620689655172413,-1.1724137931034482,3.8825681319215746e-7 - 1.1379335489240258e-6im,2.7641149508980186e-6 - 1.1193177382436583e-6im,3.152371764090176e-6 - 2.257251287167684e-6im
-1.8620689655172413,-1.0689655172413792,5.055750786661993e-7 - 1.1016968316522584e-6im,2.8306569373552365e-6 - 1.0489167179777968e-6im,3.336232016021436e-6 - 2.1506135496300554e-6im
-1.8620689655172413,-0.9655172413793104,6.215615233636787e-7 - 1.0520587892888816e-6im,2.8949228709749724e-6 - 9.723614666062026e-7im,3.516484394338651e-6 - 2.0244202558950842e-6im
-1.8620689655172413,-0.8620689655172413,7.344052906445951e-7 - 9.885964480982412e-7im,2.9561608340979595e-6 - 8.895752083038502e-7im,3.6905661247425546e-6 - 1.8781716564020914e-6im
-1.8620689655172413,-0.7586206896551724,8.42110103745122e-7 - 9.111741812700725e-7im,3.0135314363663012e-6 - 8.005958907458108e-7im,3.855641540111423e-6 - 1.7117700720158833e-6im
-1.8620689655172413,-0.6551724137931034,9.425456069335128e-7 - 8.200023532559606e-7im,3.0661693465441826e-6 - 7.055982533308933e-7im,4.008714953477695e-6 - 1.5256006065868538e-6im
-1.8620689655172413,-0.5517241379310345,1.033511416864557e-6 - 7.156911656433927e-7im,3.113191325059142e-6 - 6.049127566083752e-7im,4.146702741923699e-6 - 1.320603922251768e-6im
-1.8620689655172413,-0.4482758620689655,1.112834756370625e-6 - 5.992891767010155e-7im,3.1537240771131424e-6 - 4.990403255133243e-7im,4.266558833483768e-6 - 1.0983295022143398e-6im
-1.8620689655172413,-0.3448275862068966,1.1784693283206512e-6 - 4.7229676348721893e-7im,3.1869516436871137e-6 - 3.8865687870341077e-7im,4.365420972007765e-6 - 8.609536421906297e-7im
-1.8620689655172413,-0.2413793103448276,1.2286182242381037e-6 - 3.3664705241817444e-7im,3.212159670214001e-6 - 2.7460566391198506e-7im,4.440777894452105e-6 - 6.112527163301594e-7im
-1.8620689655172413,-0.13793103448275862,1.2618401099285553e-6 - 1.9465414139057962e-7im,3.228776243796067e-6 - 1.578784358168333e-7im,4.4906163537246225e-6 - 3.5253257720741293e-7im
-1.8620689655172413,-0.034482758620689655,1.2771471861377768e-6 - 4.892655270168255e-8im,3.236410890597638e-6 - 3.9580385785665603e-8im,4.513558076735415e-6 - 8.850693848734816e-8im
-1.8620689655172413,0.06896551724137931,1.2740754094389662e-6 + 9.77475353843308e-8im,3.234879831210327e-6 + 7.911617240881621e-8im,4.508955240649293e-6 + 1.76863707793147e-7im
-1.8620689655172413,0.1724137931034483,1.25271809928178e-6 + 2.4253380603078015e-7im,3.2242202405491625e-6 + 1.9701847093158535e-7im,4.476938339830942e-6 + 4.3955227696236547e-7im
-1.8620689655172413,0.27586206896551724,1.213719983236461e-6 + 3.8268974995045057e-7im,3.2046866081273134e-6 + 3.1297190718397737e-7im,4.418406591363774e-6 + 6.956616571344279e-7im
-1.8620689655172413,0.3793103448275862,1.1582291700478789e-6 + 5.15693488144301e-7im,3.176734171589662e-6 + 4.2590391924205337e-7im,4.334963341637541e-6 + 9.415974073863544e-7im
-1.8620689655172413,0.4827586206896552,1.0878168442468122e-6 + 6.393499927414134e-7im,3.140986043706962e-6 + 5.348693788689648e-7im,4.228802887953774e-6 + 1.174219371610378e-6im
-1.8620689655172413,0.5862068965517241,1.0043775613087466e-6 + 7.518660136557236e-7im,3.0981959484979084e-6 + 6.390792136804276e-7im,4.102573509806655e-6 + 1.3909452273361513e-6im
-1.8620689655172413,0.6896551724137931,9.10010308098417e-7 + 8.51891862608205e-7im,3.049203218202904e-6 + 7.379157787298573e-7im,3.959213526301321e-6 + 1.5898076413380624e-6im
-1.8620689655172413,0.7931034482758621,8.06908823933996e-7 + 9.385276736608453e-7im,2.99488986474602e-6 + 8.309361207066566e-7im,3.801798688680016e-6 + 1.7694637943675019e-6im
-1.8620689655172413,0.896551724137931,6.972597497195129e-7 + 1.0113013464271587e-6im,2.9361339693985447e-6 + 9.178632992819311e-7im,3.6333937191180573e-6 + 1.92916464570909e-6im
-1.8620689655172413,1.0,5.831546906625174e-7 + 1.0701252802811806e-6im,2.8738032833455323e-6 + 9.985707361497084e-7im,3.4569579740080497e-6 + 2.068696016430889e-6im
-1.7586206896551724,-2.0,-4.989884860675933e-7 - 1.1320792860861246e-6im,2.2435600212539986e-6 - 1.558470140371798e-6im,1.7445715351864052e-6 - 2.6905494264579224e-6im
-1.7586206896551724,-1.896551724137931,-4.0448627241709577e-7 - 1.1786363584243485e-6im,2.3139683960572335e-6 - 1.5291461432496779e-6im,1.9094821236401377e-6 - 2.707782501674026e-6im
-1.7586206896551724,-1.793103448275862,-3.034275605475904e-7 - 1.2187093851488863e-6im,2.3858004290840785e-6 - 1.4958033627190527e-6im,2.0823728685364882e-6 - 2.714512747867939e-6im
-1.7586206896551724,-1.6896551724137931,-1.960119477587397e-7 - 1.2512840411316988e-6im,2.458878438286056e-6 - 1.458072548440903e-6im,2.2628664905273163e-6 - 2.7093565895726017e-6im
-1.7586206896551724,-1.5862068965517242,-8.258306046142274e-8 - 1.2752698243100313e-6im,2.5329680803055896e-6 - 1.415568653251519e-6im,2.450385019844167e-6 - 2.69083847756155e-6im
-1.7586206896551724,-1.4827586206896552,3.634248136463806e-8 - 1.2895172420931427e-6im,2.60776771450434e-6 - 1.367893452598869e-6im,2.6441101958689784e-6 - 2.6574106946920117e-6im
-1.7586206896551724,-1.3793103448275863,1.6004581920899353e-7 - 1.2928426641139515e-6im,2.6829037470337686e-6 - 1.3146442977925066e-6im,2.842949566242762e-6 - 2.607486961906458e-6im
-1.7586206896551724,-1.2758620689655173,2.8757510929004624e-7 - 1.2840566049506014e-6im,2.7579144534886234e-6 - 1.255426839218408e-6im,3.0454895627786697e-6 - 2.5394834441690094e-6im
-1.7586206896551724,-1.1724137931034482,4.177177673494774e-7 - 1.2620079946880279e-6im,2.8322425664843e-6 - 1.1898710633880866e-6im,3.2499603338337775e-6 - 2.4518790580761146e-6im
-1.7586206896551724,-1.0689655172413792,5.489782347836596e-7 - 1.2256372521811e-6im,2.9052237369409438e-6 - 1.1176482974797864e-6im,3.454201971724603e-6 - 2.3432855496608865e-6im
-1.7586206896551724,-0.9655172413793104,6.795682391813629e-7 - 1.1740465886710342e-6im,2.976097282462833e-6 - 1.038501435935695e-6im,3.655665521644196e-6 - 2.212548024606729e-6im
-1.7586206896551724,-0.8620689655172413,8.074117449054998e-7 - 1.1065733429889747e-6im,3.0439970718157783e-6 - 9.522700256204313e-7im,3.851408816721278e-6 - 2.0588433686094058e-6im
-1.7586206896551724,-0.7586206896551724,9.301696134983296e-7 - 1.0228821634868173e-6im,3.1079664458912403e-6 - 8.589211517194668e-7im,4.03813605938957e-6 - 1.881803315206284e-6im
-1.7586206896551724,-0.6551724137931034,1.0452979109419093e-6 - 9.230467105737512e-7im,3.1669596104500944e-6 - 7.585859930864239e-7im,4.212257521392004e-6 - 1.6816327036601752e-6im
-1.7586206896551724,-0.5517241379310345,1.150125500035998e-6 - 8.076308848153832e-7im,3.2199166652130344e-6 - 6.515843791637754e-7im,4.370042165249032e-6 - 1.4592152639791586e-6im
-1.7586206896551724,-0.4482758620689655,1.241969889007976e-6 - 6.777500309581257e-7im,3.2657682259830783e-6 - 5.384494219599115e-7im,4.507738114991054e-6 - 1.2161994529180372e-6im
-1.7586206896551724,-0.3448275862068966,1.318277151680662e-6 - 5.350991225469461e-7im,3.3034987990217893e-6 - 4.1993906093014956e-7im,4.621775950702452e-6 - 9.550381834770956e-7im
-1.7586206896551724,-0.2413793103448276,1.376770402079067e-6 - 3.8194182587473097e-7im,3.332212089789144e-6 - 2.9702935633460194e-7im,4.708982491868211e-6 - 6.789711822093329e-7im
-1.7586206896551724,-0.13793103448275862,1.4156123798587243e-6 - 2.2104800266151083e-7im,3.3511818607746278e-6 - 1.7089344174448257e-7im,4.766794240633352e-6 - 3.9194144440599337e-7im
-1.7586206896551724,-0.034482758620689655,1.4335334798499068e-6 - 5.5584356458212125e-8im,3.3599091536316374e-6 - 4.2857484766006503e-8im,4.793442633481544e-6 - 9.844184122421863e-8im
-1.7586206896551724,0.06896551724137931,1.4299358514123481e-6 + 1.1103928316425411e-7im,3.3581583841308934e-6 + 8.566064713231117e-8im,4.7880942355432415e-6 + 1.9669993029656529e-7im
-1.7586206896551724,0.1724137931034483,1.404939942968303e-6 + 2.753500723401226e-7im,3.345977222066608e-6 + 2.1321822803480467e-7im,4.750917165034911e-6 + 4.885683003749273e-7im
-1.7586206896551724,0.27586206896551724,1.3593757507740096e-6 + 4.340001507962331e-7im,3.323691800642114e-6 + 3.3841945173924197e-7im,4.683067551416123e-6 + 7.724196025354751e-7im
-1.7586206896551724,0.3793103448275862,1.2947160559938534e-6 + 5.839398166137329e-7im,3.2918824364081983e-6 + 4.599840055294776e-7im,4.586598492402052e-6 + 1.0439238221432105e-6im
-1.7586206896551724,0.4827586206896552,1.2129596830735712e-6 + 7.225582552581439e-7im,3.2513379732526963e-6 + 5.768005121611691e-7im,4.4642976563262675e-6 + 1.299358767419313e-6im
-1.7586206896551724,0.5862068965517241,1.1164942622186833e-6 + 8.477768522697613e-7im,3.2030015918833893e-6 + 6.879639317596588e-7im,4.319495854102073e-6 + 1.53574078402942e-6im
